Vendor ID	Vendor	Factory ID	Factory Name	Factory Status	Factory Address 1	Factory Address 2	Factory City	Factory State-province	Factory Country	Activity Type	S: Date	Rating	Transparency
13130	Sunrise Apparel Group LLC - Lane Bryant	3742	"Suzhou Rich-Tiger Textile & Garment Co., Ltd."	Active	"Dongzhang Taiwan Invested Industrial Zone, Bixi Town"		Suzhou	Jiangsu	China	Annual ELEVATE	3/21/2016	B	1
13130	Sunrise Apparel Group LLC - Lane Bryant	4983	Well Jeans Textile Ltd.	Active	"Xin Yin Industry Village, Xin Tong Industry Distri"		Zeng Cheng	Guangdong	China	Annual AGS Leah Socker	6/15/2017	D	4
1103	"Sunscape Eyewear, Inc. - Justice"	4086	Wenzhou Dongtian Glasses Manufacturing Ltd	Active	"No16 Jugao Road,Juguang Industrial Park,"		Wenzhou	zhejiang	china	Annual ELEVATE	6/22/2017	C	1
1103	"Sunscape Eyewear, Inc. - Maurices"	4086	Wenzhou Dongtian Glasses Manufacturing Ltd	Active	"No16 Jugao Road,Juguang Industrial Park,"		Wenzhou	zhejiang	china	Annual ELEVATE	6/22/2017	C	1
73046	Suntex Garments Ltd. (AGSHK)	2858	Jiangsu Suntex Garment Co Ltd	Active	No. 85 Times road	Liuhe Economic Development Zone	Nanjing	Jiangsu	China	Annual AGS Lisa Hou	12/14/2016	C	2
73046	Suntex Garments Ltd. (AGSSH)	2858	Jiangsu Suntex Garment Co Ltd	Active	No. 85 Times road	Liuhe Economic Development Zone	Nanjing	Jiangsu	China	Annual AGS Lisa Hou	12/14/2016	C	2
155569	Suzhou Hengrun Imp. & Exp. Co. (AGSHK)	2039	Suzhou Wuzhong District Suhao Eastern Garment Co. Ltd.	Active	"Xinjia Industrial Area, Shihu Road, Wuzhong District"		Suzhou	Jiangsu	China	Follow-up 2  AGS Lisa Hou	3/22/2017	C	1
155569	Suzhou Hengrun Imp. & Exp. Co. (AGSSH)	2039	Suzhou Wuzhong District Suhao Eastern Garment Co. Ltd.	Active	"Xinjia Industrial Area, Shihu Road, Wuzhong District"		Suzhou	Jiangsu	China	Follow-up 2  AGS Lisa Hou	3/22/2017	C	1
996749	"Suzhou Rich - Tiger Textile & Garment Co., Ltd. - Dressbarn"	3742	"Suzhou Rich-Tiger Textile & Garment Co., Ltd."	Active	"Dongzhang Taiwan Invested Industrial Zone, Bixi Town"		Suzhou	Jiangsu	China	Annual ELEVATE	3/21/2016	B	1
91254	Swat Fame Inc  -  Justice	4324	"Jiangsu Jiede Textile & Garment Co., Ltd"	Active	"RD Beihai, Binghai Industry Zone"	 Qidong Economic Development Area	Nantong	Jiangsu	China	Follow-up 2 ELEVATE	4/26/2016	C	1
17644	Swat Fame Inc  -  Maurices	3079	Anhui Jiesheng Garment Co. Ltd	Active	"No. 2 Guanyin Road, Industrail Estate"		Taihu	Anhui	China	Follow-up 1 ELEVATE	10/26/2015	C	1
91421	Swim Headquarters - Justice	5213	"Dongguan Paramount Garment Co., Ltd."	Active	"No. 5, Street 2, Qiantan Street"	"Puxin, Shipai Town"	Dongguan	Guangdong	China	Initial ELEVATE	9/7/2016	C	1
8274	Symple Solutions (USA) LLC - Dressbarn	3730	Changzhou Global Apparel Co. Ltd	Active	No#8 Qingfang Road	Hutang Textile Industrial District Wujing	Changzhou	Jiangsu	China	Annual ELEVATE	9/12/2016	C	1
8274	Symple Solutions (USA) LLC - Dressbarn	4989	Changzhou Qingqing Knitted Factory	Active	"Zhiqian Town, Jintan City"		Jintan	Jiangsu	China	Initial ELEVATE	4/13/2016	C	2
8274	Symple Solutions (USA) LLC - Dressbarn	3998	"Ningbo Yongnan Knitting Co.,Ltd."	Active	"East Xiangshan Gang Road Juexi, Xiangshan"		Ningbo	Zhejiang	China	Initial ELEVATE	9/3/2014	C	0
8274	Symple Solutions (USA) LLC - Dressbarn	3998	"Ningbo Yongnan Knitting Co.,Ltd."	Active	"East Xiangshan Gang Road Juexi, Xiangshan"		Ningbo	Zhejiang	China	Initial ELEVATE	9/3/2014	D	4
996825	T & Y Fashion Ltd. - Dressbarn	4443	T&Y (Guangzhou) Fashion Ltd.	Active	"No. 12 Jinlong Road, Qiaoshan Village"	"SHIJI TOWN, PANYU DISTRICT"	GUANGZHOU	Guangdong	China	Annual ELEVATE	3/13/2017	C	1
153668	Tai Apparel Inc. - Maurices	4771	"Jiangyin Yarui Garment Co., Ltd"	Active	"No. 21 Xiwen Road, Wen Lin"	Zhutang Town	Jiangyin	Jiangsu	China	Annual ELEVATE	5/25/2017	C	2
996823	Tai Nan Textiles Limited - Dressbarn	2764	Tai Nan International Vietnam Co. Ltd.	Active	830 Nguyen Duy Street	"Ward 12, Dist. 8, Production Bldg C, 1/F & 3/F"	Hochiminh		Vietnam	Follow-up 1 AGS Lisa Hou	6/2/2017	C	1
10224	Tanya Creations Inc - Catherines	3402	Chenjoo Jewelry Factory	Active	"2nd Floor, Building 1, #86 Xiahe Road"	BeiYuan Industrial Zone	Yiwu	Zhejiang	China	Follow-up 1 Sumerra	5/25/2015	~Empty	1
10224	Tanya Creations Inc - Catherines	3651	"Yiwu Dreamwork Jewelry Co.,Ltd"	Active	"206 Yongjun Road,Beiyuan District"		Yiwu	Zhejiang	China	Follow-up 1 ELEVATE	6/17/2015	D	4
10224	Tanya Creations Inc - Catherines	3743	Yiwu Red Cherry Mfg	Active	"3Rd Floor, No.187 South Chunhan Road, Beiyuan"		Yiwu	Yiwu	China	Follow-up 1 ELEVATE	12/24/2014	C	1
996759	Tanya Creations Inc - Dressbarn	3402	Chenjoo Jewelry Factory	Active	"2nd Floor, Building 1, #86 Xiahe Road"	BeiYuan Industrial Zone	Yiwu	Zhejiang	China	Follow-up 1 Sumerra	5/25/2015	~Empty	1
996759	Tanya Creations Inc - Dressbarn	3651	"Yiwu Dreamwork Jewelry Co.,Ltd"	Active	"206 Yongjun Road,Beiyuan District"		Yiwu	Zhejiang	China	Follow-up 1 ELEVATE	6/17/2015	D	4
996759	Tanya Creations Inc - Dressbarn	3743	Yiwu Red Cherry Mfg	Active	"3Rd Floor, No.187 South Chunhan Road, Beiyuan"		Yiwu	Yiwu	China	Follow-up 1 ELEVATE	12/24/2014	C	1
10224	Tanya Creations Inc - Lane Bryant	3402	Chenjoo Jewelry Factory	Active	"2nd Floor, Building 1, #86 Xiahe Road"	BeiYuan Industrial Zone	Yiwu	Zhejiang	China	Follow-up 1 Sumerra	5/25/2015	~Empty	1
7903	Tanzara International - Catherines	5188	Hangzhou Evertextile Co Ltd	Active	"3rd Floor, 2nd Building, No. 14 Xinyuan Road"	Qiaosi District	Hangzhou	Zhejiang	China	Follow-up 1 ELEVATE	12/29/2016	C	2
8326	Tanzara International - Dressbarn	5188	Hangzhou Evertextile Co Ltd	Active	"3rd Floor, 2nd Building, No. 14 Xinyuan Road"	Qiaosi District	Hangzhou	Zhejiang	China	Follow-up 1 ELEVATE	12/29/2016	C	2
8326	Tanzara International - Dressbarn	3704	M/S Achiever Apparels Pvt Ltd	Active	"A-7, Infocity, Sector -34"		Gurgaon	Haryana	India	Annual ELEVATE	9/12/2016	D	4
91304	"Taste Beauty, LLC. - Justice"	5173	"Dongguan Mei Ya Cosmetics Co., Ltd."	Active	"B Building No.13 Xinhu Industrial Area, Qiaolong Road, Dengwu Village, Qiaotou Town"		Dongguan	Guangdong	China	Follow-up 1 ELEVATE	10/26/2016	C	1
8330	Taylor Dress - Dressbarn	4302	Hung Yen Garment Corporation - JSC	Active	No.8 Bach Dang Street	Minh Khai Ward	(none)	Hung Yen Province	Vietnam	Annual ELEVATE	3/30/2017	D	4
8330	Taylor Dress - Dressbarn	3075	Viet My Export Garment Co. Ltd.	Active	"27 Do Van Day, Tan Thoi Nhat Ward"	Hoc Mon District	Hochiminh		Vietnam	Annual AGS Lisa Hou	7/19/2017	C	1
8370	Tempted Apparel Corp - Dressbarn	3075	Viet My Export Garment Co. Ltd.	Active	"27 Do Van Day, Tan Thoi Nhat Ward"	Hoc Mon District	Hochiminh		Vietnam	Annual AGS Lisa Hou	7/19/2017	C	1
33200	Tempted Apparel Corp - Maurices	5089	"Huai An Asiancharm Garment Co.,Ltd"	Active	"Building 5, East of Tie Yun Road and South of Wei Yi Road, Economic Development Zone"		Huai An	Jiangsu	China	Initial BSI	6/28/2017	~Empty	1
33200	Tempted Apparel Corp - Maurices	4758	J.M.C. Fashion S.A. de C.V.	Active	Calle Carrizal # 15077	Fracc. Chihuahua	Tijuana	Baja California	Mexico	Initial BSI	12/10/2015	~Empty	1
33200	Tempted Apparel Corp - Maurices	4767	"Jiangyin Jetex Garments Co., Ltd"	Active	No.6 Jing Nan Road Nan Zha Street		Jianyin	Jiangsu	China	Initial ELEVATE	6/21/2017	C	1
33200	Tempted Apparel Corp - Maurices	3075	Viet My Export Garment Co. Ltd.	Active	"27 Do Van Day, Tan Thoi Nhat Ward"	Hoc Mon District	Hochiminh		Vietnam	Annual AGS Lisa Hou	7/19/2017	C	1
8373	Texo Trend Inc DBA J Lee - Dressbarn	5319	Takson Hue Company Limited	Active	Lot K2 Phu Industrial Zone	Phu Bai Ward	Huing Thuy Town	Thua Thein Hue	Vietnam	Initial AGS Lisa Hou	12/27/2016	C	2
8373	Texo Trend Inc DBA J Lee - Dressbarn	3860	Takson Vina Co. Ltd	Active	"43/2F Phan Van Doi, Tien Lan"		Ho Chi Minh		Vietnam	Follow-up 1 ELEVATE	9/16/2015	C	1
78648	Texo Trend Inc DBA J Lee - Maurices	3860	Takson Vina Co. Ltd	Active	"43/2F Phan Van Doi, Tien Lan"		Ho Chi Minh		Vietnam	Follow-up 1 ELEVATE	9/16/2015	C	1
64897	TGL (HK) Ltd. (AGSHK)	2034	Erong Bags Manufactory Co. Ltd	Active	Jinxi Development Area	Wucheng District	Jin Hua City	Zhengjiang	China	Annual ELEVATE	8/1/2016	C	2
64897	TGL (HK) Ltd. (AGSHK)	5248	Feng Ming Handbag Factory	Active	No.1 Zhongxing Street	"Jinsong Raod, Quanttang, Liaobu Town"	Dongguan	Guangdong	China	Follow-up 1 AGS Lisa Hou	12/23/2016	B	1
64897	TGL (HK) Ltd. (AGSHK)	3733	"Pu An Cai Hua Handbags Co., Ltd."	Active	Jiang Xi Puo Industrial Area		Gui Zhou		China	Annual AGS Lisa Hou	1/9/2017	B	1
7558	Tharanco Dress Group - Dressbarn	3832	Apple Fashion Co. Ltd	Active	"#9A, Lot 5, TTN 25 Street, Tan Thoi Nhat Ward, District 12"		Ho Chi Minh		Vietnam	Annual ELEVATE	7/11/2017	C	1
7558	Tharanco Dress Group - Dressbarn	3850	"Kyung Rhim Vina Co., Ltd"	Active	"1185 1A National Road, Block 5, Binh Tri Dong B Ward, Binh Tan District"		Ho Chi Minh		Vietnam	Annual AGS Carly Graves	5/22/2017	B	1
7558	Tharanco Dress Group - Dressbarn	3834	"MJ Apparel Co., Ltd."	Active	"Group 19, Section 3"		Bien Hoa	Dong Nai	Vietnam	Follow-up 1 ELEVATE	4/19/2016	C	1
7558	Tharanco Dress Group - Dressbarn	2689	Nantong Jinfeixiang Garment Co. Ltd	Active	No.298 Zhaoxia Road	Tongzhou Development Zone	Nantong	Jiangsu	China	Follow-up 1 AGS Leah Socker	12/27/2016	F	0
89165	The Asean Corporation - Maurices	2741	"Sheng Feng Shoe Co., Ltd."	Active	Sha Bian Road	"No. 13-2, Sha Bian Road, Xin Tang Village, Houjie Town"	Dongguang	Guangdong	China	Annual ELEVATE	8/12/2016	B	1
2082	The Echo Design Group - Dressbarn	4643	Laizhou Yihua Arts and Crafts Co. Ltd	Active	The South of Balamiao Village	Wenfeng Street	Laizhou	Shandong	China	Initial ELEVATE	7/7/2015	D	4
2082	The Echo Design Group - Dressbarn	4782	True Fashion-Noida	Active	"NOIDA B-31,SECTOR-5, NOIDA"	"A-2 UNIT NO.17, SHAH & NAHAR IND. ESTATE LOWERPAREL (W), Mumbai"	NOIDA	UTTAR PRADESH	India	Annual ELEVATE	9/13/2016	D	4
2082	The Echo Design Group - Dressbarn	4099	"Zhejiang Yishi Fashion Co., Ltd."	Active	No. 350 Zhongshan Road	Chongfu Industrial Park	Tongxiang	Zhejiang	China	Initial BSI	6/22/2017	~Empty	1
11272	The Echo Design Group - Lane Bryant	4911	Chaozhou Yixi Yuyu Leather Production Factory	Active	"Yanyuan,Dongjiao Village"	Yixi Town	Chaozhou	Guangdong	China	Initial BSI	4/7/2016	~Empty	4
11272	The Echo Design Group - Lane Bryant	4847	Marcos Exports Pvt. Ltd.	Active	"#503, Sector-53, HSIIDC"	"Kundli, Dist. Sonipat"	Sonipat	Haryana	India	Annual ELEVATE	9/19/2016	D	4
11272	The Echo Design Group - Lane Bryant	4782	True Fashion-Noida	Active	"NOIDA B-31,SECTOR-5, NOIDA"	"A-2 UNIT NO.17, SHAH & NAHAR IND. ESTATE LOWERPAREL (W), Mumbai"	NOIDA	UTTAR PRADESH	India	Annual ELEVATE	9/13/2016	D	4
11272	The Echo Design Group - Lane Bryant	4099	"Zhejiang Yishi Fashion Co., Ltd."	Active	No. 350 Zhongshan Road	Chongfu Industrial Park	Tongxiang	Zhejiang	China	Initial BSI	6/22/2017	~Empty	1
996500	"The Honestiest Enterprise Co., Ltd. - Dressbarn"	3755	"The Ever New Sweater Co., Ltd."	Active	"7Th Company, Xie Jia Village"		Guangzhou	Guangdong	China	Annual ELEVATE	3/15/2017	C	1
996560	The Levy Group Inc. - Dressbarn	4894	"Zhangjiagang Suyun Fashion Co., Ltd"	Active	No. 38 Zhongxing Road	Yangshe Town	Zhangjiagang	Jiangsu	China	X_Initial AGS Rachel Hoffman	3/30/2016	B	1
996560	The Levy Group Inc. - Dressbarn	4525	Zhejiang Shansen Industrial Co. Ltd	Active	Huanggutown		PINGHU	ZHEJIANG	China	Initial ELEVATE	6/13/2017	C	2
87498	The Levy Group inc. - Maurices	4525	Zhejiang Shansen Industrial Co. Ltd	Active	Huanggutown		PINGHU	ZHEJIANG	China	Initial ELEVATE	6/13/2017	C	2
72376	Three Cheers For Girls - Justice	3532	Maxkind Industrial Ltd.	Active	"3rd&4th Floor, Black D, He Yu Industrial Zone"	"NR 64, Song Shan Road, Shi Lou Town, Panyu Area"	Guangzhou	Guangdong	China	Annual ELEVATE	5/31/2017	D	4
72376	Three Cheers For Girls - Justice	2372	Ni Hau Industrial Co. Ltd.	Active	"No.15, Alley 125, Lane 318, Section 2"	An-Ho Road	Tainan		Taiwan	Annual AGS Leah Socker	6/20/2017	A	1
72376	Three Cheers For Girls - Justice	3651	"Yiwu Dreamwork Jewelry Co.,Ltd"	Active	"206 Yongjun Road,Beiyuan District"		Yiwu	Zhejiang	China	Follow-up 1 ELEVATE	6/17/2015	D	4
8405	Tillsonburg Company Ltd. (AGSHK)	5467	Plummy Garment Joint Venture Company	Active	"Resettlement Estate Hoa Phu, Phu Man Hamlet, Quoc Oai Country"		Hanoi	Hanoi	Vietnam	Initial AGS Lisa Hou	7/24/2017	C	1
8405	Tillsonburg Company Ltd. (AGSHK)	3725	PT. Buma Apparel Industry	Active	Jl Raya Purwadadi Duscun Kaliang	Bawang Rt. 15/Rw.08 Wanakerta Purwadadi	Subang	Jawa Barat	Indonesia	Initial ELEVATE	7/19/2017	C	1
8405	Tillsonburg Company Ltd. (AGSHK)	5466	PT. Doosan Jaya Sukabumi	Active	"JL. Raya Sukabumi, KP. Cipanggulann, RT 06/RW 02, Desa Kompa, Kec. Parungkuda, KAB"		Sukabumi	West Java - Jawa Barat	Indonesia	Initial AGS Leah Socker	6/14/2017	B	1
8405	Tillsonburg Company Ltd. (AGSK)	5466	PT. Doosan Jaya Sukabumi	Active	"JL. Raya Sukabumi, KP. Cipanggulann, RT 06/RW 02, Desa Kompa, Kec. Parungkuda, KAB"		Sukabumi	West Java - Jawa Barat	Indonesia	Initial AGS Leah Socker	6/14/2017	B	1
165241	Tonewawa Pty Ltd (AGSHK)	5355	"Qingdao Huahe Knitting Co., Ltd No 3 Factory"	Active	"Huanghe 2nd Road NO., 301 Jimo"		Qingdao	Shandong	China	Initial AGS Leah Socker	2/22/2017	B	1
165241	Tonewawa Pty Ltd (AGSHK)	4956	"Qingdao Tonelong Fashion Co., Ltd"	Active	"658# Qingwei Rd, Tongji District"	Jimo	Qingdao	Shandong	China	Annual AGS Leah Socker	6/28/2017	D	4
165241	Tonewawa Pty Ltd (AGSHK)	4957	"Qingdao Tonemilan Apparel., Ltd"	Active	"1625# Qingwei Rd, Tongji District,"	Jimo	Qingdao	Shandong	China	Annual AGS Leah Socker	6/29/2017	D	4
91243	Top Form Brassiere Mfg Co Ltd (AGSHK)	4074	"Foshan Nanhai Top Form Underwear Co., Ltd."	Active	"Block A, Jian She Xi Road"	"Yanbu, Dali Town"	Foshan	Guangdong	China	X_Follow-up 1 AGS Sammy Yu	10/27/2015	A	1
13172	Topline - Catherines	5393	He Nan Jiu Hong Footwear Co Ltd	Active	No 2 Road Industrial Park Fugou County		Zhoukou	Henan	China	Initial AGS Carly Graves	4/25/2017	B	1
13172	Topline - Catherines	2741	"Sheng Feng Shoe Co., Ltd."	Active	Sha Bian Road	"No. 13-2, Sha Bian Road, Xin Tang Village, Houjie Town"	Dongguang	Guangdong	China	Annual ELEVATE	8/12/2016	B	1
13172	Topline - Lane Bryant	5393	He Nan Jiu Hong Footwear Co Ltd	Active	No 2 Road Industrial Park Fugou County		Zhoukou	Henan	China	Initial AGS Carly Graves	4/25/2017	B	1
13172	Topline - Lane Bryant	3858	Hui Dong Zhida Shoes Co. Ltd.	Active	Xishe Shangyang Industrial Zone	Huangbu Town	Huidong	Guangdong	China	Follow-up 2 ELEVATE	8/19/2016	C	1
13172	Topline - Lane Bryant	2673	Putian Hanjiang Yifeng Footwear Industrial Co. Ltd	Active	Dongting Minying Development Area	Hanjiang District	Putian	Fujian	China	Initial AGS Carly Graves	7/11/2017	B	1
13172	Topline - Lane Bryant	2741	"Sheng Feng Shoe Co., Ltd."	Active	Sha Bian Road	"No. 13-2, Sha Bian Road, Xin Tang Village, Houjie Town"	Dongguang	Guangdong	China	Annual ELEVATE	8/12/2016	B	1
13172	Topline - Lane Bryant	4769	"Zhejiang Jintaifeng Shoes Co., Ltd"	Active	"No. 19 Project 3, China Shoes' Capital"		Wenzhou	Zhejiang	China	Initial Sumerra	10/27/2015	~Empty	1
91291	Topson Downs of California - Justice	4861	Fenghua Chengzhen Knitting Garment	Active	No. 61 Yufeng Road	"Dongjiao Development Zone, Fenghua"	Ningbo	Zhejiang	China	Initial ELEVATE	9/12/2016	C	1
91291	Topson Downs of California - Justice	4957	"Qingdao Tonemilan Apparel., Ltd"	Active	"1625# Qingwei Rd, Tongji District,"	Jimo	Qingdao	Shandong	China	Annual AGS Leah Socker	6/29/2017	D	4
61609	Topson Downs of California - Maurices	4861	Fenghua Chengzhen Knitting Garment	Active	No. 61 Yufeng Road	"Dongjiao Development Zone, Fenghua"	Ningbo	Zhejiang	China	Initial ELEVATE	9/12/2016	C	1
61609	Topson Downs of California - Maurices	4957	"Qingdao Tonemilan Apparel., Ltd"	Active	"1625# Qingwei Rd, Tongji District,"	Jimo	Qingdao	Shandong	China	Annual AGS Leah Socker	6/29/2017	D	4
1471	Townley INC - Justice	4400	"Foshan Jinxiong Technology Co., Ltd"	Active	"Lijia Development Zone, Shang An Community"	"Danzao Town, Nanhai District"	Foshan	Guangdong	China	Follow-up 1 ELEVATE	12/3/2015	C	1
8555	Trend Textile - Dressbarn	4866	"Anhui Yishijie Garment Co., Ltd"	Active	No 1&2 Standard Workshop	"Economic Development Zone, Dangshan County"	Suzhou	Anhui	China	Initial ELEVATE	7/3/2017	D	4
8535	Tri-Coastal Design - Dressbarn	4000	"Everyes Commodity Co., LTD"	Active	No. 106 Huxi Village	"Gaojia Town, Qujiang District"	Quzhou	Zhejiang	China	Follow-up 1 BSI	7/5/2016	~Empty	1
457	Tri-Coastal Design - Justice	4000	"Everyes Commodity Co., LTD"	Active	No. 106 Huxi Village	"Gaojia Town, Qujiang District"	Quzhou	Zhejiang	China	Follow-up 1 BSI	7/5/2016	~Empty	1
457	Tri-Coastal Design - Justice	2399	"Guangzhou St. Eva Fine Chemical Co., Ltd."	Active	"28 ChiMi Road, XinHua Industry Zone, Hua Du District,"		Guangzhou	Guangdong	China	Annual ELEVATE	6/21/2017	C	1
457	Tri-Coastal Design - Justice	3532	Maxkind Industrial Ltd.	Active	"3rd&4th Floor, Black D, He Yu Industrial Zone"	"NR 64, Song Shan Road, Shi Lou Town, Panyu Area"	Guangzhou	Guangdong	China	Annual ELEVATE	5/31/2017	D	4
33727	Tri-Coastal Design - Maurices	4000	"Everyes Commodity Co., LTD"	Active	No. 106 Huxi Village	"Gaojia Town, Qujiang District"	Quzhou	Zhejiang	China	Follow-up 1 BSI	7/5/2016	~Empty	1
8457	Triple Accessories Inc - Dressbarn	3034	Dongguan Xinxin Accessories Manufacture	Active	Songbotang Directorial Area	Chang Ping Village	Dongguan	Guangdong	China	Annual AGS Leah Socker	3/10/2016	D	4
84341	Triple Accessories Inc - Maurices	3034	Dongguan Xinxin Accessories Manufacture	Active	Songbotang Directorial Area	Chang Ping Village	Dongguan	Guangdong	China	Annual AGS Leah Socker	3/10/2016	D	4
84341	Triple Accessories Inc. - Justice	3034	Dongguan Xinxin Accessories Manufacture	Active	Songbotang Directorial Area	Chang Ping Village	Dongguan	Guangdong	China	Annual AGS Leah Socker	3/10/2016	D	4
996639	Trisco (Overseas) Ltd. - Dressbarn	3803	"Grand Vision Shoes Co., Ltd"	Active	Henglong Lndustrial District		Dongguan	Guangdong	China	Annual ELEVATE	10/27/2016	C	1
996639	Trisco (Overseas) Ltd. - Dressbarn	3895	Taifong Shoes Limited	Active	"No.1 QuLing 1st Road, Quan Tang Industrial Estate, Liao Bu town,"		Dongguan	Guangdong	China	Annual ELEVATE	6/14/2017	D	1
996639	Trisco (Overseas) Ltd. - Dressbarn	3804	"Zhejiang Lilies Shoes Co., Ltd."	Active	"No.88 Yongjiang Road, Wenzhou Eco.&Tech Development Area."		Wenzhou	Zhejiang	China	Annual AGS Carly Graves	6/21/2017	C	1
91234	Trixxi Clothing Company - Justice	3075	Viet My Export Garment Co. Ltd.	Active	"27 Do Van Day, Tan Thoi Nhat Ward"	Hoc Mon District	Hochiminh		Vietnam	Annual AGS Lisa Hou	7/19/2017	C	1
33750	Trixxi Clothing Company - Maurices	4866	"Anhui Yishijie Garment Co., Ltd"	Active	No 1&2 Standard Workshop	"Economic Development Zone, Dangshan County"	Suzhou	Anhui	China	Initial ELEVATE	7/3/2017	D	4
33750	Trixxi Clothing Company - Maurices	5089	"Huai An Asiancharm Garment Co.,Ltd"	Active	"Building 5, East of Tie Yun Road and South of Wei Yi Road, Economic Development Zone"		Huai An	Jiangsu	China	Initial BSI	6/28/2017	~Empty	1
33750	Trixxi Clothing Company - Maurices	4869	"Huangshan Tongyuan Garments Co., Ltd."	Active	Yongxing Secondary Road		Huangshan	Anhui	China	Annual ELEVATE	8/1/2016	C	1
33750	Trixxi Clothing Company - Maurices	5439	"Kunshan Transcend Garment Co., Ltd."	Active	No.18 South Xinxing Road	Economic - technological development area	Kunshan	Jiangsu	China	Initial ELEVATE	5/16/2017	C	2
33750	Trixxi Clothing Company - Maurices	5397	Ruby Fashion Inc	Active	2103 Santa Anita Ave.		South El Monte 	CA	USA	Initial ELEVATE	6/20/2017	C	1
33750	Trixxi Clothing Company - Maurices	5319	Takson Hue Company Limited	Active	Lot K2 Phu Industrial Zone	Phu Bai Ward	Huing Thuy Town	Thua Thein Hue	Vietnam	Initial AGS Lisa Hou	12/27/2016	C	2
33750	Trixxi Clothing Company - Maurices	3075	Viet My Export Garment Co. Ltd.	Active	"27 Do Van Day, Tan Thoi Nhat Ward"	Hoc Mon District	Hochiminh		Vietnam	Annual AGS Lisa Hou	7/19/2017	C	1
33750	Trixxi Clothing Company - Maurices	4182	"Zhejiang Xinxing Knitting Dress Co.,Ltd"	Active	Sunchen Jiyang sereet		Zhuji	Zhejiang	China	Annual ELEVATE	6/19/2017	C	1
8563	Turn On Products - Dressbarn	3780	"Haiyang Qinghong Garment Co., Ltd."	Active	"No.3 Bicheng Industrial Park, Haiyang"		Yantai	Shandong	China	Annual ELEVATE	8/23/2016	B	1
8563	Turn On Products - Dressbarn	4771	"Jiangyin Yarui Garment Co., Ltd"	Active	"No. 21 Xiwen Road, Wen Lin"	Zhutang Town	Jiangyin	Jiangsu	China	Annual ELEVATE	5/25/2017	C	2
12408	"Two One Two New York, Inc. - Catherines"	4235	"Two One Two New York, Inc Edgewood Facility"	Active	60 Heartland Blvd		Edgewood		USA	Initial ELEVATE	2/3/2015	B	1
8520	"Two One Two New York, Inc. - Dressbarn"	4235	"Two One Two New York, Inc Edgewood Facility"	Active	60 Heartland Blvd		Edgewood		USA	Initial ELEVATE	2/3/2015	B	1
158601	"UBase International, Inc. (AGSK)"	2742	Dong Bang Vina Co. Ltd	Active	"5th Zone Hiep Thanh Ward, 12th Dist"		Ho Chi Minh		Vietnam	Annual BSI	8/26/2016	~Empty	1
158601	"UBase International, Inc. (AGSK)"	3843	UBI Vina 1	Active	"No. 5-7, Lot D1-Tan Thoi Hiep I.Z. Hiep Thanh Ward, Dist 12"		Ho Chi Minh		Vietnam	Annual AGS Lisa Hou	1/12/2017	C	1
158601	"UBase International, Inc. (AGSK)"	4246	UBI Vina 2	Active	"Lots 6-7-8-9-10-11, E1, Tan thoi hiep I.Z."	"hiep thanh war, dist.12"	Ho Chi Minh		Vietnam	Annual BSI	9/16/2016	~Empty	1
158601	"UBase International, Inc. (AGSK)"	3671	UBI Vina 3	Active	Hoa Lan 2 Quarter	"Thuan Giao Ward, Thuan An Town"	-	Binh Duong	Vietnam	Annual BSI	10/6/2016	~Empty	1
6564	Unger Fabrik/One World Apparel - Dressbarn	1804	Changshu Tongying Fashion Co.Ltd.	Active	"Shiqiao Village,Meili Town"		Changshu	Jiangsu	China	Annual ELEVATE	6/29/2017	C	1
6564	Unger Fabrik/One World Apparel - Dressbarn	1895	"Jiangyin Taidi Garments Co., Ltd."	Active	"No. 59 Dingshan Road, Hi-tech Industrial Park,"	"Jiangyin Economic Development Area,"	Jiangyin	Jiangsu	China	Follow-up 1 ELEVATE	7/27/2016	C	1
34020	Unger Fabrik/One World Apparel - Maurices	4850	"Jiangyin Polman Knitting Garments Co., Ltd."	Active	"No. 58 Yungu Road, Zhutang Town"		Jiangyin	Jiangsu	China	Annual BSI	5/31/2017	~Empty	1
34020	Unger Fabrik/One World Apparel - Maurices	1895	"Jiangyin Taidi Garments Co., Ltd."	Active	"No. 59 Dingshan Road, Hi-tech Industrial Park,"	"Jiangyin Economic Development Area,"	Jiangyin	Jiangsu	China	Follow-up 1 ELEVATE	7/27/2016	C	1
161584	Union Shoes Company Limited (AGSHK) 	5328	"Putian Li Da Footwear Co., Ltd."	Active	Xindu Town Lichen District		Putian	Fujian	China	Initial ELEVATE	1/4/2017	C	1
996733	Upsky Trading Ltd - Dressbarn	3924	"Yatai Footwear Co.,Ltd"	Active	"Desheng District,Lihe Rd,Lishui Town,Nanhai Area,"		Foshan	Guangdong	China	Follow-up 1 ELEVATE	6/11/2015	C	1
8961	Valentine USA Inc - Dressbarn	4595	Huaian Junhao Garment Ltd	Active	"Industrial Zone, Hebei Road"	"Wanji Town, Hongze County"	Jiangsu		China	Follow-up 2  AGS Lisa Hou	1/9/2017	C	1
8961	Valentine USA Inc - Dressbarn	4594	"Zhejiang Hejun Garment Co., Ltd"	Active	No. 18 Rong Ma Road	Zhuji Economic Development Zone	Zhuji	zhejiang	China	Follow-up 1 ELEVATE	10/14/2016	C	1
